AccountID|CustomerID|LoanID|DisbursementDate|OriginalPurchaseAmount|CurrentBalance|OutstandingPrincipal|OutstandingFees|RemainingPayments|PaymentsApplied|CurrentDue|PastDue|PastDue1|PastDue2|PastDue3|PastDue4|PastDue5|PastDue6|PastDue7|CurrentDaysDelinquent|DateOfDelinquency|CurrentDelinquencyStatus|TotalDaysDelinquent|TotalLateFeeAmount|PayOffDate|ChargeOffDate|TotalAmountofLoanChargeOff|TotalAmountofLoanChargeOffFees|TotalAmountofLoanChargeOffInterest|TotalAmountofLoanChargeOffPrincipal|CurrentChargeOffBalance|BillingTableID|InterestRate|TermLengthMonths|LastPaymentDate|LastPaymentAmount|NextPaymentDate|NextPaymentAmount|InvoiceNumber|PortfolioTransactionId|LastDateDelinquent|NumberTimesDelinquent|WriteOffBalance|ClosedOnDate|OriginalMaturityDate|CurrentMaturityDate|LoanDelinquencyStartDate|CurrentDelinquentInstallments|TotalDelinquentPrincipal|TotalDelinquentInterest|NumberOfPaidInstallments|NextPrincipalAmount|NextInterestAmount|APR|ReversalDate|TIN|LoanRequestDate
385030|200812202114|262901|20160412|.00|.00|.00|.00|0|1|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20160910|20.00||.00||0||0|.00|||||0|.00|.00||.00|.00||||
385570|2402202113|262902|20160412|.00|.00|.00|.00|0|1|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20160910|20.00||.00||0||0|.00|||||0|.00|.00||.00|.00||||
388727|2402202111|262903|20160412|.00|.00|.00|.00|0|3|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20161110|20.00||.00||0||0|.00|||||0|.00|.00||.00|.00||||
389045|2402202110|262904|20160412|.00|.00|.00|.00|0|2|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20161010|20.00||.00||0||0|.00|||||0|.00|.00||.00|.00||||
389046|2402202109|262905|20160412|.00|.00|.00|.00|0|2|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20161010|20.00||.00||0||0|.00|||||0|.00|.00||.00|.00||||
390212|2402202108|262906|20160412|.00|.00|.00|.00|0|0|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12||||.00||0||0|.00|||||0|.00|.00||.00|.00||||
390757|2402202107|262907|20160412|.00|.00|.00|.00|0|0|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12||||.00||0||0|.00|||||0|.00|.00||.00|.00||||
391227|2402202105|262908|20160412|.00|.00|.00|.00|0|1|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20160810|20.00||.00||0||0|.00|||||0|.00|.00||.00|.00||||
391241|2402202104|262909|20160412|.00|.00|.00|.00|0|0|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12||||.00||0||0|.00|||||0|.00|.00||.00|.00||||
391951|2402202103|262910|20160412|.00|.00|.00|.00|0|0|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12||||.00||0||0|.00|||||0|.00|.00||.00|.00||||
